Indicator Code: CG1040
"Indicator Name: Cardiovascular diseases"
Export date: 5/30/2022 9:05:23 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: I00-I99"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,GRC,Greece,2006,All,Age_all,[All],50278.00000000,47.89840713,207.37255067,450.98310244,
EU,Europe,GRC,Greece,2007,All,Age_all,[All],50139.00000000,45.62445971,200.52370031,447.95565454,
EU,Europe,GRC,Greece,2008,All,Age_all,[All],49214.00000000,45.57738079,189.03509081,437.96121907,
EU,Europe,GRC,Greece,2009,All,Age_all,[All],48453.00000000,44.73300343,179.13646605,429.44313847,
EU,Europe,GRC,Greece,2010,All,Age_all,[All],47706.00000000,43.73326977,167.68397451,421.89484431,
EU,Europe,GRC,Greece,2011,All,Age_all,[All],47741.00000000,42.97158390,161.46231769,422.48579096,
EU,Europe,GRC,Greece,2012,All,Age_all,[All],49728.00000000,42.62351287,160.44810114,448.29147023,
EU,Europe,GRC,Greece,2013,All,Age_all,[All],46342.00000000,41.45302968,146.49432459,422.62637000,
EU,Europe,GRC,Greece,2014,All,Age_all,[All],45147.00000000,39.69315984,138.75427172,414.48283656,
EU,Europe,GRC,Greece,2015,All,Age_all,[All],46412.00000000,38.20389348,138.75545213,428.90818230,
EU,Europe,GRC,Greece,2016,All,Age_all,[All],44168.00000000,37.13094357,130.12900968,409.87421201,
EU,Europe,GRC,Greece,2017,All,Age_all,[All],46942.00000000,37.69775622,133.82706031,436.47889421,
EU,Europe,GRC,Greece,2018,All,Age_all,[All],44590.00000000,37.04626837,124.91584062,415.45163291,
EU,Europe,HUN,Hungary,2000,All,Age_all,[All],68873.00000000,50.79092337,408.47654595,687.06585779,
EU,Europe,HUN,Hungary,2001,All,Age_all,[All],67423.00000000,51.00731562,375.53665574,661.81598663,
EU,Europe,HUN,Hungary,2002,All,Age_all,[All],67826.00000000,51.06110680,375.01923094,667.67028196,
EU,Europe,HUN,Hungary,2003,All,Age_all,[All],69050.00000000,50.83822328,378.04776981,681.66891109,
EU,Europe,HUN,Hungary,2004,All,Age_all,[All],67165.00000000,50.69362679,362.99549860,664.52989445,
EU,Europe,HUN,Hungary,2005,All,Age_all,[All],70938.00000000,52.26328353,374.61690792,703.25709213,
EU,Europe,HUN,Hungary,2006,All,Age_all,[All],66561.00000000,50.57711450,343.52870098,660.89320519,
EU,Europe,HUN,Hungary,2007,All,Age_all,[All],66547.00000000,50.05867397,335.83928683,661.77859897,
EU,Europe,HUN,Hungary,2008,All,Age_all,[All],64749.00000000,49.79658071,319.84146507,645.02677176,
EU,Europe,HUN,Hungary,2009,All,Age_all,[All],64921.00000000,49.78069839,313.78837038,647.74289473,
EU,Europe,HUN,Hungary,2010,All,Age_all,[All],65819.00000000,50.45302631,311.54776181,658.18842035,
EU,Europe,HUN,Hungary,2011,All,Age_all,[All],64250.00000000,49.88547692,298.91805305,644.32169072,
EU,Europe,HUN,Hungary,2012,All,Age_all,[All],64178.00000000,49.58127318,297.01614909,646.93206997,
EU,Europe,HUN,Hungary,2013,All,Age_all,[All],62979.00000000,49.67660004,286.38128486,636.59639315,
EU,Europe,HUN,Hungary,2014,All,Age_all,[All],62786.00000000,49.70864870,281.53854701,636.35740774,
EU,Europe,HUN,Hungary,2015,All,Age_all,[All],65493.00000000,49.73006219,288.41908502,665.37451687,
EU,Europe,HUN,Hungary,2016,All,Age_all,[All],62846.00000000,49.46439675,274.13176668,640.36939795,
EU,Europe,HUN,Hungary,2017,All,Age_all,[All],65598.00000000,49.81849112,281.79313743,670.19031329,
EU,Europe,HUN,Hungary,2018,All,Age_all,[All],64695.00000000,49.36853753,275.00031525,661.80324736,
EU,Europe,HUN,Hungary,2019,All,Age_all,[All],63609.00000000,49.07988241,266.44943818,650.98839010,
EU,Europe,ISL,Iceland,2000,All,Age_all,[All],717.00000000,39.22319475,166.58581654,255.02038029,
EU,Europe,ISL,Iceland,2001,All,Age_all,[All],682.00000000,39.53623188,153.20316304,239.25291348,
EU,Europe,ISL,Iceland,2002,All,Age_all,[All],745.00000000,40.88913282,161.58912894,259.07726762,
EU,Europe,ISL,Iceland,2003,All,Age_all,[All],731.00000000,40.03285871,151.32216413,252.70333803,
EU,Europe,ISL,Iceland,2004,All,Age_all,[All],732.00000000,40.13157895,151.96199932,250.18199715,
EU,Europe,ISL,Iceland,2005,All,Age_all,[All],656.00000000,35.71039739,130.57668213,221.72349458,
EU,Europe,ISL,Iceland,2006,All,Age_all,[All],716.00000000,37.62480294,136.95799229,235.26783074,
EU,Europe,ISL,Iceland,2007,All,Age_all,[All],689.00000000,35.46062790,127.98319147,221.26167324,
EU,Europe,ISL,Iceland,2008,All,Age_all,[All],706.00000000,35.53095118,126.73407519,221.07059542,
EU,Europe,ISL,Iceland,2009,All,Age_all,[All],729.00000000,36.41358641,125.87848530,228.35055099,
EU,Europe,ISL,Iceland,2010,All,Age_all,[All],724.00000000,35.85933631,120.39072879,227.64360570,
EU,Europe,ISL,Iceland,2011,All,Age_all,[All],689.00000000,34.65794769,112.19015820,215.97832067,
EU,Europe,ISL,Iceland,2012,All,Age_all,[All],656.00000000,33.55498721,103.60477182,204.54233652,
EU,Europe,ISL,Iceland,2013,All,Age_all,[All],709.00000000,32.85449490,107.49279121,218.98666930,
EU,Europe,ISL,Iceland,2014,All,Age_all,[All],674.00000000,32.91015625,99.97064438,205.87350387,
EU,Europe,ISL,Iceland,2015,All,Age_all,[All],745.00000000,34.14298808,108.61053692,225.20173693,
EU,Europe,ISL,Iceland,2016,All,Age_all,[All],738.00000000,31.94805195,101.01310959,220.01019559,
EU,Europe,ISL,Iceland,2017,All,Age_all,[All],692.00000000,30.94812165,95.69419253,201.51456248,
EU,Europe,ISL,Iceland,2018,All,Age_all,[All],655.00000000,29.00797166,90.13856585,185.69944191,
EU,Europe,ISL,Iceland,2019,All,Age_all,[All],695.00000000,30.53602812,92.14443124,192.75410955,
EU,Europe,ISL,Iceland,2020,All,Age_all,[All],680.00000000,29.53953084,89.51139256,185.55761427,
EU,Europe,IRL,Ireland,2000,All,Age_all,[All],12666.00000000,40.34914466,234.03299537,334.23617034,
EU,Europe,IRL,Ireland,2001,All,Age_all,[All],11886.00000000,39.34198332,214.84376805,308.95212568,
EU,Europe,IRL,Ireland,2002,All,Age_all,[All],11652.00000000,39.25479231,205.79167242,297.45713970,
EU,Europe,IRL,Ireland,2003,All,Age_all,[All],11038.00000000,37.96519227,190.20445056,277.41600488,
EU,Europe,IRL,Ireland,2004,All,Age_all,[All],10666.00000000,37.20914007,179.05387341,263.76422159,
EU,Europe,IRL,Ireland,2005,All,Age_all,[All],10149.00000000,35.91295117,164.22404714,245.69554669,
EU,Europe,IRL,Ireland,2006,All,Age_all,[All],9979.00000000,35.03616319,158.08110156,235.36321032,
EU,Europe,IRL,Ireland,2007,All,Age_all,[All],9956.00000000,35.40918306,154.37809610,229.45241628,
EU,Europe,IRL,Ireland,2008,All,Age_all,[All],9956.00000000,35.21256278,148.87444521,225.14307191,
EU,Europe,IRL,Ireland,2009,All,Age_all,[All],9692.00000000,33.53865319,141.66308894,217.34328556,
EU,Europe,IRL,Ireland,2010,All,Age_all,[All],9189.00000000,33.88024482,133.91250321,201.76443426,
EU,Europe,IRL,Ireland,2011,All,Age_all,[All],9236.00000000,32.45712679,126.45773947,201.88472374,
EU,Europe,IRL,Ireland,2012,All,Age_all,[All],9480.00000000,32.48132666,125.91924382,206.74282566,
EU,Europe,IRL,Ireland,2013,All,Age_all,[All],9473.00000000,32.10751085,122.15438708,206.24303524,
EU,Europe,IRL,Ireland,2014,All,Age_all,[All],8852.00000000,30.26117872,116.58648767,191.31831547,
EU,Europe,IRL,Ireland,2015,All,Age_all,[All],9371.00000000,31.10498888,114.09944137,199.90242731,
EU,Europe,IRL,Ireland,2018,All,Age_all,[All],9084.00000000,29.17148362,100.59688037,187.02845266,
EU,Europe,ITA,Italy,2000,All,Age_all,[All],240430.00000000,42.92465378,174.53062742,422.37370968,
EU,Europe,ITA,Italy,2001,All,Age_all,[All],235289.00000000,42.25038248,165.55500822,413.07257995,
EU,Europe,ITA,Italy,2002,All,Age_all,[All],237198.00000000,42.32730777,160.68490785,414.99083763,
EU,Europe,ITA,Italy,2003,All,Age_all,[All],241758.00000000,41.05267984,160.22546190,419.68481091,
EU,Europe,ITA,Italy,2004,All,Age_all,[All],218319.00000000,40.05478386,145.32667950,378.46539381,
EU,Europe,ITA,Italy,2005,All,Age_all,[All],228234.00000000,40.15885193,146.52665722,393.71404444,
EU,Europe,ITA,Italy,2006,All,Age_all,[All],220074.00000000,39.39643475,133.52760147,373.37699878,
EU,Europe,ITA,Italy,2007,All,Age_all,[All],224311.00000000,39.15490303,130.33585414,377.78510855,
EU,Europe,ITA,Italy,2008,All,Age_all,[All],225588.00000000,38.79615457,126.50934081,377.03457198,
EU,Europe,ITA,Italy,2009,All,Age_all,[All],224830.00000000,38.20793355,121.99987685,373.51706680,
EU,Europe,ITA,Italy,2010,All,Age_all,[All],221617.00000000,37.90819599,116.20375609,366.40971126,
EU,Europe,ITA,Italy,2011,All,Age_all,[All],223110.00000000,37.55093385,115.71926310,375.73597417,
EU,Europe,ITA,Italy,2012,All,Age_all,[All],230160.00000000,37.51466945,115.42607199,386.56544013,
EU,Europe,ITA,Italy,2013,All,Age_all,[All],222317.00000000,37.07149265,108.26856875,369.08920531,
EU,Europe,ITA,Italy,2014,All,Age_all,[All],220193.00000000,36.78036314,104.27959330,362.22423940,
EU,Europe,ITA,Italy,2015,All,Age_all,[All],239514.00000000,37.07371588,110.12325934,394.38778966,
EU,Europe,ITA,Italy,2016,All,Age_all,[All],221914.00000000,35.90359224,100.02824777,366.02862945,
EU,Europe,ITA,Italy,2017,All,Age_all,[All],232992.00000000,35.81109537,102.26081537,384.87721558,
EU,Europe,LVA,Latvia,2000,All,Age_all,[All],17866.00000000,55.47585779,447.93150462,754.61975460,
EU,Europe,LVA,Latvia,2001,All,Age_all,[All],18438.00000000,55.88796945,464.82116306,788.90281837,
EU,Europe,LVA,Latvia,2002,All,Age_all,[All],18189.00000000,55.96959813,459.51485185,787.34363184,
EU,Europe,LVA,Latvia,2003,All,Age_all,[All],18205.00000000,56.12417918,454.06591563,795.68872640,
EU,Europe,LVA,Latvia,2004,All,Age_all,[All],17896.00000000,55.85343778,444.33156430,790.76603029,
EU,Europe,LVA,Latvia,2005,All,Age_all,[All],18075.00000000,55.14537633,447.50758924,807.35251356,
EU,Europe,LVA,Latvia,2006,All,Age_all,[All],17729.00000000,53.53767175,436.37611576,799.19507996,
EU,Europe,LVA,Latvia,2007,All,Age_all,[All],18043.00000000,54.58313166,435.83312250,820.01522502,
EU,Europe,LVA,Latvia,2008,All,Age_all,[All],16516.00000000,53.22419516,389.75907215,758.54650805,
EU,Europe,LVA,Latvia,2009,All,Age_all,[All],16078.00000000,53.70611618,371.31325963,750.72291750,
EU,Europe,LVA,Latvia,2010,All,Age_all,[All],16279.00000000,54.12081519,369.36377706,776.09407143,
EU,Europe,LVA,Latvia,2011,All,Age_all,[All],15673.00000000,54.89667250,349.49076849,760.93273370,
EU,Europe,LVA,Latvia,2012,All,Age_all,[All],16314.00000000,56.15061609,351.68324591,801.93912557,
EU,Europe,LVA,Latvia,2013,All,Age_all,[All],16358.00000000,57.02234462,345.13847140,812.76050892,
EU,Europe,LVA,Latvia,2014,All,Age_all,[All],16071.00000000,56.98734087,334.21009260,806.05602819,
EU,Europe,LVA,Latvia,2015,All,Age_all,[All],16135.00000000,57.24676246,327.24466486,815.91806332,
EU,Europe,LVA,Latvia,2016,All,Age_all,[All],15851.00000000,56.17933723,319.85423686,808.91557547,
EU,Europe,LVA,Latvia,2017,All,Age_all,[All],15831.00000000,55.62739379,316.67179073,815.08643592,
EU,Europe,LVA,Latvia,2018,All,Age_all,[All],15758.00000000,55.23308798,310.93126938,817.67396198,
EU,Europe,LVA,Latvia,2019,All,Age_all,[All],14998.00000000,54.55405209,291.66214823,783.66765135,
EU,Europe,LVA,Latvia,2020,All,Age_all,[All],15408.00000000,53.89485466,296.28011792,810.75577403,
EU,Europe,LTU,Lithuania,2000,All,Age_all,[All],20930.00000000,53.77836018,382.18179830,598.07928823,
EU,Europe,LTU,Lithuania,2001,All,Age_all,[All],21869.00000000,54.13252803,399.03215005,630.08201525,
EU,Europe,LTU,Lithuania,2002,All,Age_all,[All],22331.00000000,54.37037398,398.00663597,648.57872356,
EU,Europe,LTU,Lithuania,2003,All,Age_all,[All],22295.00000000,54.39131495,390.42281073,652.81433398,
EU,Europe,LTU,Lithuania,2004,All,Age_all,[All],22531.00000000,54.50169328,389.58156887,667.17499611,
EU,Europe,LTU,Lithuania,2005,All,Age_all,[All],23823.00000000,54.39165278,406.18839017,717.01427347,
EU,Europe,LTU,Lithuania,2006,All,Age_all,[All],24321.00000000,54.27219780,407.47107789,743.78216642,
EU,Europe,LTU,Lithuania,2007,All,Age_all,[All],24307.00000000,53.27678415,400.40244965,752.23733897,
EU,Europe,LTU,Lithuania,2008,All,Age_all,[All],23623.00000000,53.89441504,375.80722366,738.62707228,
EU,Europe,LTU,Lithuania,2009,All,Age_all,[All],23292.00000000,55.41492196,359.34341585,736.40906050,
EU,Europe,LTU,Lithuania,2010,All,Age_all,[All],23627.00000000,56.09449193,356.36357977,762.83012009,
EU,Europe,LTU,Lithuania,2011,All,Age_all,[All],23086.00000000,56.25654897,341.87336675,762.38848260,
EU,Europe,LTU,Lithuania,2012,All,Age_all,[All],23170.00000000,56.59778201,335.00728513,775.49398833,
EU,Europe,LTU,Lithuania,2013,All,Age_all,[All],23361.00000000,56.27664956,328.69872182,789.83963493,
EU,Europe,LTU,Lithuania,2014,All,Age_all,[All],22523.00000000,55.95498360,311.14018486,768.08257629,
EU,Europe,LTU,Lithuania,2015,All,Age_all,[All],23589.00000000,56.46543470,319.15696245,812.03892720,
EU,Europe,LTU,Lithuania,2016,All,Age_all,[All],23103.00000000,56.20347395,309.03983812,805.47905660,
EU,Europe,LTU,Lithuania,2017,All,Age_all,[All],22511.00000000,56.07842160,292.85978649,795.89082602,
EU,Europe,LTU,Lithuania,2018,All,Age_all,[All],21922.00000000,55.39495628,281.01346821,782.49735949,
EU,Europe,LTU,Lithuania,2019,All,Age_all,[All],20901.00000000,54.59888718,266.22968648,748.03060838,
EU,Europe,LUX,Luxembourg,2000,All,Age_all,[All],1414.00000000,39.02842948,173.10283239,322.23513594,
EU,Europe,LUX,Luxembourg,2001,All,Age_all,[All],1420.00000000,39.58739894,181.06101803,321.41240380,
EU,Europe,LUX,Luxembourg,2002,All,Age_all,[All],1413.00000000,39.21731890,177.49459710,316.68549298,
EU,Europe,LUX,Luxembourg,2003,All,Age_all,[All],1542.00000000,39.23664122,190.08782970,341.42237180,
EU,Europe,LUX,Luxembourg,2004,All,Age_all,[All],1335.00000000,38.98948598,163.03547957,291.41599797,
EU,Europe,LUX,Luxembourg,2005,All,Age_all,[All],1371.00000000,39.38523413,161.97585398,294.73222578,
EU,Europe,LUX,Luxembourg,2006,All,Age_all,[All],1448.00000000,39.96687828,166.48939634,306.35777002,
EU,Europe,LUX,Luxembourg,2007,All,Age_all,[All],1367.00000000,37.03603360,150.18421067,284.78810682,
EU,Europe,LUX,Luxembourg,2008,All,Age_all,[All],1307.00000000,38.06057076,138.40325716,267.46558453,
EU,Europe,LUX,Luxembourg,2009,All,Age_all,[All],1300.00000000,36.82719547,132.96281775,261.15272814,
EU,Europe,LUX,Luxembourg,2010,All,Age_all,[All],1228.00000000,33.91328362,122.20282864,242.22531689,
EU,Europe,LUX,Luxembourg,2011,All,Age_all,[All],1263.00000000,33.93336916,119.57896609,243.65870033,
EU,Europe,LUX,Luxembourg,2012,All,Age_all,[All],1210.00000000,32.51814028,110.55042953,227.88867732,
EU,Europe,LUX,Luxembourg,2013,All,Age_all,[All],1173.00000000,31.95314628,102.73006008,215.87897527,
EU,Europe,LUX,Luxembourg,2014,All,Age_all,[All],1163.00000000,31.39001350,97.61373649,209.05271975,
EU,Europe,LUX,Luxembourg,2015,All,Age_all,[All],1162.00000000,30.26829904,92.92849142,204.00137639,
EU,Europe,LUX,Luxembourg,2016,All,Age_all,[All],1230.00000000,31.88180404,95.97438719,210.81208930,
EU,Europe,LUX,Luxembourg,2017,All,Age_all,[All],1239.00000000,30.88235294,97.57406057,207.76877465,
EU,Europe,LUX,Luxembourg,2018,All,Age_all,[All],1167.00000000,29.14585415,98.66166235,191.95673325,
EU,Europe,LUX,Luxembourg,2019,All,Age_all,[All],1103.00000000,27.51996008,79.37911513,177.90193458,
EU,Europe,MLT,Malta,2000,All,Age_all,[All],1388.00000000,46.68684830,239.82756485,359.76350992,
EU,Europe,MLT,Malta,2001,All,Age_all,[All],1283.00000000,43.71379898,212.08999136,326.43984652,
EU,Europe,MLT,Malta,2002,All,Age_all,[All],1336.00000000,44.07786209,214.80783541,337.40100210,
EU,Europe,MLT,Malta,2003,All,Age_all,[All],1375.00000000,43.45764855,214.55670516,344.97292903,
EU,Europe,MLT,Malta,2004,All,Age_all,[All],1255.00000000,41.84728243,189.02943587,312.75933481,
EU,Europe,MLT,Malta,2005,All,Age_all,[All],1388.00000000,44.34504792,200.62916442,343.66728649,
EU,Europe,MLT,Malta,2006,All,Age_all,[All],1369.00000000,42.56840796,191.34879054,337.72865760,
EU,Europe,MLT,Malta,2007,All,Age_all,[All],1265.00000000,40.66216651,170.58805105,310.98043650,
EU,Europe,MLT,Malta,2008,All,Age_all,[All],1273.00000000,39.25377737,166.30838634,310.92081899,
EU,Europe,MLT,Malta,2009,All,Age_all,[All],1250.00000000,38.79577902,155.35616694,303.00826607,
EU,Europe,MLT,Malta,2010,All,Age_all,[All],1151.00000000,38.23920266,138.95710413,277.64242743,
EU,Europe,MLT,Malta,2011,All,Age_all,[All],1463.00000000,44.78114478,169.59906768,351.41406329,
EU,Europe,MLT,Malta,2012,All,Age_all,[All],1596.00000000,46.66666667,177.24557939,380.44657181,
EU,Europe,MLT,Malta,2013,All,Age_all,[All],1298.00000000,40.11124845,138.68203271,306.54345100,
EU,Europe,MLT,Malta,2014,All,Age_all,[All],1231.00000000,37.64525994,128.24345930,288.00643862,
EU,Europe,MLT,Malta,2015,All,Age_all,[All],1334.00000000,38.74528028,133.25060935,308.84205067,
EU,Europe,MLT,Malta,2016,All,Age_all,[All],1206.00000000,36.07538139,114.26814541,264.81631936,
EU,Europe,MLT,Malta,2017,All,Age_all,[All],1248.00000000,34.94819378,113.84807740,266.63476165,
EU,Europe,MDA,Republic of Moldova,2000,All,Age_all,[All],22998.00000000,55.78789055,622.24325800,631.88401337,
EU,Europe,MDA,Republic of Moldova,2001,All,Age_all,[All],22443.00000000,56.00109791,606.76533324,618.01555407,
EU,Europe,MDA,Republic of Moldova,2002,All,Age_all,[All],23719.00000000,56.67216209,631.42582705,654.66724003,
EU,Europe,MDA,Republic of Moldova,2003,All,Age_all,[All],24548.00000000,56.98368114,639.70608578,679.45906777,
EU,Europe,MDA,Republic of Moldova,2004,All,Age_all,[All],23555.00000000,56.53019103,602.29349305,653.58933058,
EU,Europe,MDA,Republic of Moldova,2005,All,Age_all,[All],25166.00000000,56.31363423,641.13423678,699.99140518,
EU,Europe,MDA,Republic of Moldova,2006,All,Age_all,[All],24070.00000000,55.79896608,587.74139938,671.36950733,
EU,Europe,MDA,Republic of Moldova,2007,All,Age_all,[All],24178.00000000,56.16260163,561.41707511,675.94655722,
EU,Europe,MDA,Republic of Moldova,2008,All,Age_all,[All],23470.00000000,55.95022409,537.07873264,657.40308136,
EU,Europe,MDA,Republic of Moldova,2009,All,Age_all,[All],23647.00000000,56.11666152,535.70686916,663.19759569,
EU,Europe,MDA,Republic of Moldova,2010,All,Age_all,[All],24512.00000000,56.18023882,549.06617467,688.14402962,
EU,Europe,MDA,Republic of Moldova,2011,All,Age_all,[All],22548.00000000,57.44859742,497.96137673,633.37336627,
EU,Europe,MDA,Republic of Moldova,2012,All,Age_all,[All],22837.00000000,57.72750253,494.14371241,641.57544882,
EU,Europe,MDA,Republic of Moldova,2013,All,Age_all,[All],22130.00000000,58.14503416,469.51602833,621.87971222,
EU,Europe,MDA,Republic of Moldova,2014,All,Age_all,[All],22850.00000000,57.85688965,477.67337288,642.50419737,
EU,Europe,MDA,Republic of Moldova,2015,All,Age_all,[All],23037.00000000,57.72816118,474.75012987,648.17951509,
EU,Europe,MDA,Republic of Moldova,2016,All,Age_all,[All],21926.00000000,56.96988594,442.21060639,617.29403027,
EU,Europe,MDA,Republic of Moldova,2017,All,Age_all,[All],21486.00000000,58.43509478,422.11560174,605.37662690,
EU,Europe,MDA,Republic of Moldova,2018,All,Age_all,[All],21603.00000000,58.07258065,415.06582973,609.37219685,
EU,Europe,MNE,Montenegro,2000,All,Age_all,[All],2912.00000000,53.80635625,383.95542877,470.20829969,
EU,Europe,MNE,Montenegro,2001,All,Age_all,[All],2872.00000000,52.88160560,376.14197932,463.74939448,
EU,Europe,MNE,Montenegro,2002,All,Age_all,[All],2706.00000000,49.08398331,353.76504824,436.94493783,
EU,Europe,MNE,Montenegro,2003,All,Age_all,[All],2873.00000000,50.36816269,368.25825429,463.17866637,
EU,Europe,MNE,Montenegro,2004,All,Age_all,[All],2957.00000000,51.85899684,372.65369163,475.31175758,
EU,Europe,MNE,Montenegro,2005,All,Age_all,[All],3086.00000000,52.85151567,379.34147290,495.12416610,
EU,Europe,MNE,Montenegro,2006,All,Age_all,[All],3390.00000000,56.80294906,401.14925237,543.05949145,
EU,Europe,MNE,Montenegro,2007,All,Age_all,[All],3336.00000000,55.79528349,387.31961056,532.74650305,
EU,Europe,MNE,Montenegro,2008,All,Age_all,[All],3078.00000000,53.92431675,344.68322902,489.49992446,
EU,Europe,MNE,Montenegro,2009,All,Age_all,[All],3218.00000000,54.85850665,348.39016415,509.55131616,
EU,Europe,MNE,Montenegro,2019,All,Age_all,[All],1499.00000000,29.57190767,131.54285409,240.98593632,
EU,Europe,NLD,Netherlands,2000,All,Age_all,[All],49191.00000000,35.00466103,174.07284353,308.88172959,
EU,Europe,NLD,Netherlands,2001,All,Age_all,[All],47643.00000000,33.93932054,164.76309377,296.91178835,
EU,Europe,NLD,Netherlands,2002,All,Age_all,[All],47992.00000000,33.71290085,163.42594736,297.18379467,
EU,Europe,NLD,Netherlands,2003,All,Age_all,[All],46942.00000000,33.07265246,157.20616359,289.31354934,
EU,Europe,NLD,Netherlands,2004,All,Age_all,[All],44638.00000000,32.68913902,146.22997702,274.15923039,
EU,Europe,NLD,Netherlands,2005,All,Age_all,[All],43350.00000000,31.78105893,138.72345332,265.62483724,
EU,Europe,NLD,Netherlands,2006,All,Age_all,[All],41720.00000000,30.81878084,129.52605228,255.22685887,
EU,Europe,NLD,Netherlands,2007,All,Age_all,[All],40849.00000000,30.70845424,123.57241010,249.35757567,
EU,Europe,NLD,Netherlands,2008,All,Age_all,[All],40129.00000000,29.69526995,117.53799755,244.01064504,
EU,Europe,NLD,Netherlands,2009,All,Age_all,[All],38897.00000000,28.97679443,110.85560001,235.30603153,
EU,Europe,NLD,Netherlands,2010,All,Age_all,[All],39009.00000000,28.67086096,107.90191895,234.77625628,
EU,Europe,NLD,Netherlands,2011,All,Age_all,[All],38132.00000000,28.09173352,102.32820287,228.43006627,
EU,Europe,NLD,Netherlands,2012,All,Age_all,[All],38371.00000000,27.24961474,100.14109420,229.01275455,
EU,Europe,NLD,Netherlands,2013,All,Age_all,[All],38463.00000000,27.23140642,97.28936113,228.88604625,
EU,Europe,NLD,Netherlands,2014,All,Age_all,[All],37862.00000000,27.19521918,92.96863089,224.50033822,
EU,Europe,NLD,Netherlands,2015,All,Age_all,[All],39300.00000000,26.71034567,94.11274221,231.99631828,
EU,Europe,NLD,Netherlands,2016,All,Age_all,[All],38647.00000000,25.93810614,89.94740983,226.93063675,
EU,Europe,NLD,Netherlands,2017,All,Age_all,[All],38153.00000000,25.39909729,86.57625870,222.68073922,
EU,Europe,NLD,Netherlands,2018,All,Age_all,[All],37795.00000000,24.64414494,80.21951357,218.26121320,
EU,Europe,NLD,Netherlands,2019,All,Age_all,[All],36208.00000000,23.83908878,72.56910809,207.36310845,
EU,Europe,NLD,Netherlands,2020,All,Age_all,[All],35238.00000000,20.89069114,69.63072109,200.68541033,
EU,Europe,MKD,North Macedonia,2000,All,Age_all,[All],9670.00000000,56.04822350,458.72501251,477.20094749,
EU,Europe,MKD,North Macedonia,2001,All,Age_all,[All],9543.00000000,56.40404279,438.53928130,468.97068233,
EU,Europe,MKD,North Macedonia,2002,All,Age_all,[All],10236.00000000,56.99331849,473.54399971,506.69329166,
EU,Europe,MKD,North Macedonia,2003,All,Age_all,[All],10184.00000000,56.55892480,463.16057016,502.47363666,
EU,Europe,MKD,North Macedonia,2004,All,Age_all,[All],10307.00000000,57.42701137,455.37033195,507.09849332,
EU,Europe,MKD,North Macedonia,2005,All,Age_all,[All],10751.00000000,58.41030099,461.79647532,527.82353187,
EU,Europe,MKD,North Macedonia,2006,All,Age_all,[All],10929.00000000,58.66344605,450.77198112,535.67542451,
EU,Europe,MKD,North Macedonia,2007,All,Age_all,[All],11307.00000000,57.70644075,456.12371940,553.29941538,
EU,Europe,MKD,North Macedonia,2008,All,Age_all,[All],10883.00000000,57.33326309,426.81001081,531.68257529,
EU,Europe,MKD,North Macedonia,2009,All,Age_all,[All],11030.00000000,57.86988458,421.17139305,537.87272556,
EU,Europe,MKD,North Macedonia,2010,All,Age_all,[All],11067.00000000,57.90299796,411.49392620,538.53909773,
EU,Europe,MKD,North Macedonia,2011,All,Age_all,[All],11526.00000000,59.21397380,417.74698377,559.91166551,
EU,Europe,MKD,North Macedonia,2012,All,Age_all,[All],11926.00000000,59.23313798,425.52931753,578.63878694,
EU,Europe,MKD,North Macedonia,2013,All,Age_all,[All],11101.00000000,57.79362766,387.75448499,537.83080882,
EU,Europe,MKD,North Macedonia,2015,All,Age_all,[All],11939.00000000,58.35003177,398.11069691,576.70032161,
EU,Europe,MKD,North Macedonia,2016,All,Age_all,[All],10918.00000000,53.46457078,354.61692487,526.80591945,
EU,Europe,MKD,North Macedonia,2017,All,Age_all,[All],11170.00000000,54.97588345,354.42656203,538.44247921,
EU,Europe,MKD,North Macedonia,2018,All,Age_all,[All],10600.00000000,53.73346175,328.20839118,510.54393640,
EU,Europe,MKD,North Macedonia,2019,All,Age_all,[All],8559.00000000,41.86148880,256.22418187,412.14545812,
EU,Europe,MKD,North Macedonia,2020,All,Age_all,[All],9073.00000000,35.22811105,266.39275071,437.77391026,
EU,Europe,NOR,Norway,2000,All,Age_all,[All],18191.00000000,41.32627561,180.99361096,406.95967943,
EU,Europe,NOR,Norway,2001,All,Age_all,[All],17868.00000000,40.63032949,175.04663819,395.85692790,
EU,Europe,NOR,Norway,2002,All,Age_all,[All],17642.00000000,39.73333934,170.39072652,388.74786257,
EU,Europe,NOR,Norway,2003,All,Age_all,[All],16623.00000000,39.06698002,157.19898211,364.15176386,
EU,Europe,NOR,Norway,2004,All,Age_all,[All],15862.00000000,38.44680903,147.94680970,345.43329862,
EU,Europe,NOR,Norway,2005,All,Age_all,[All],14537.00000000,35.32513608,133.97100943,314.42949551,
EU,Europe,NOR,Norway,2006,All,Age_all,[All],14654.00000000,35.53173949,131.40344084,314.41784101,
EU,Europe,NOR,Norway,2007,All,Age_all,[All],14610.00000000,34.81638586,128.50827814,310.24687454,
EU,Europe,NOR,Norway,2008,All,Age_all,[All],14135.00000000,33.88388148,122.22561522,296.44235617,
